Subject group,Full name,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
NDA,"FAIRWEATHER-TAIT, Susan",,"Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail",Hearing expert for the Working Group developing Food Based Dietary Guidelines. I was invited to one meeting on 9th April 2013 to summarise relevant work carried out in the framework of the,2013-04,2013-04,2015-10-28,NDA_doi_003.pdf
NDA,"HEINONEN, Marina",,ILSI Expert Group on Phenolic Antioxidants Health Claims,"Participation in scientific evaluation regarding public literature on antioxidant effects of polyphenols for cardiovascular health with a review paper published in J. Nutr. in 2011. This scientific work was not related to services provided to products, their development and/or assessment of methods carried out on behalf of trade associations or other bodies with an intrest in this subject matter.",2007-11,2010-12,2015-10-05,NDA_doi_004.pdf
NDA,"HIRSCH-ERNST, Karen Ildico",,Membership within the DGPT (“Deutsche Gesellschaft für Experimentelle und Klinische Pharmakologie und Toxikologie” = German Society of Experimental and Clinical Pharmacology and Toxicology),"The expert is a member of the DGPT. This society is a scientific non- profit registered association. Its aim is to bring forward and support the scientific and practical interests concerning the disciplines of pharmacology and toxicology. Within the DGPT, the expert is a member of the GT (“Deutsche Gesellschaft für Toxikologie” = German Society of Toxicology), which is a sub-society within the DGPT. The expert is a member of the scientific committee that is involved in the preparation of the scientific programme for the annual national meetings of the GT. The total time (office work and participation in conferences) devoted to this activity comprises about 4 days/year. The expert does not receive a financial compensation in her individual capacity for the expertise provided.",1995-03,now,2015-10-23,NDA_doi_005.pdf
NDA,"MANGELSDORF, Inge",,,NO INTEREST,,,2015-10-05,NDA_doi_006.pdf
NDA,"MCARDLE, Harry",,Nutrition Society,I am Honorary Secretary of the Nutrition Society,2011-07,now,2015-09-25,NDA_doi_007.pdf
NDA,"NASKA, Androniki",,Association of Greek Chemists,"Member of the Association of Greek Chemists. It primarily is a scientific society with the mission to promote the science of chemistry in education, technology and research. Through my membership, I have been member in Scientific Committees of Conferences in Greece. Neither am I aware of any research and/or risk assessment activities on food products/substances in which the Association might be involved, nor have I any direct or indirect involvement in such activities.",1996-01,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",,"European Federation for the Science and Technology of Lipids, Euro Fed Lipid","Member. Euro Fed Lipid is a federation of 13 scientific associations concerned with Lipids, Fats and Oils. Its mission is the furthering of lipid science and technology and the cooperation and exchange of ideas between scientists and technologists at a European level. The activities of Euro Fed Lipid include the organisation of international congresses at varying venues, the co-organisation of the annual fair ""oils+fats"" and the publishing of the ""European Journal of Lipid Science and Technology"". During my membership I attended one fair on ""oils+fats"" held in Athens (September 2008). I have not had any direct or indirect involvement in any research and/or risk assessment activities on food products/substances (e.g. oils and fats) possibly sponsored or promoted by Euro Fed Lipid.",2006-01,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",,Hellenic Health Foundation,The Hellenic Health Foundation (HHF) is a non-profit organization based in Greece. It provides expertise in the area of health research. Its efforts are focused on informing the general public on important health issues. My affiliation to HHF relates to the provision of scientific advice and support in the undertaking of EU-funded research.,2007-11,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",,"European Association for Cancer Research, EACR","Member. With nearly 10,000 members, the EACR founded in 1968, is Europe’s largest member society for cancer research.",2010-01,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",,"World Public Health Nutrition Association, WPHNA","Member. Members of the Assciation promote and strengthen public health nutrition, as a profession and discipline with responsibility to understand, protect and improve nutrition-related population health and well-being.",2010-01,now,2015-07-23,NDA_doi_008.pdf
NDA,"NEUHÄUSER-BERTHOLD, Monika",,German Nutrition Society (DGE),"Membership (The DGE is a non-profit organization committed to nutrition science and nutrition counselling and education. It is an official incorporated society and is not influenced by economic or political interests.) Since 2013 member of the scientific committee for the period from October 2013 to 2016. Activities of members include: support the German Nutrition Society in compiling scientific positions, in the organisation and participation in scientific conferences and symposia, and to advise on the needs for research. So far, the expert has not been involved in any statements or positions papers, except, at the request of the DGE in 2014, the expert provided comments on their advanced drafts of the reference values for energy and sodium.",1987-12,now,2015-09-25,NDA_doi_009.pdf
NDA,"NOWICKA, Grazyna",,Cardinal Wyszynski University,"Education, lectures for students",2002-01,2011-09,2015-09-18,NDA_doi_010.pdf
NDA,"PENTIEVA, Kristina",,,NO INTEREST,,,2015-09-21,NDA_doi_011.pdf
NDA,"SANZ, Yolanda",,"British Journal of Nutrition,Clinical and Experimental Allergy, Microbiology UK, Applied and Environmental Microbiology, Applied Microbiology and Biotechnology, Journal of Applied Microbiology, Journal of Antimicrobial Chemotherapy, Letters in Applied Microbiology, Clinical Microbiology and Infection, European Journal of Clinical Nutrition Research in Microbiology, International Journal of Food Science and Nutrition, Cytokines",Referee of peer-review scientific journals,2007-01,now,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",,World Journal of Gastrointestinal Pathophysiology/Microbiology Insights/Recent Patents on Anti- Infective Drug Discovery,Member of the Editorial Board,2007-01,now,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",,Spanish Society of Coeliac Disease (SEEC; non-profit organization),"Topic: Coeliac disease Expert’s role: chair of the working group “coeliac disease: therapy and prevention"". Tasks: selection of topics and speakers for the symposiums of the society in this area once every two years.",2007-12,now,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",,International Probiotic and Prebiotic Association/Society for Microbial Ecology and Disease/Spanish Nutrition Society,"Attending meetings and congresses and, eventually, participating in scientific publications no more than once every two years (not funded).",2008-12,now,2015-09-28,NDA_doi_012.pdf
NDA,"SIANI, Alfonso",,Italian Society of Human Nutrition SINU,"The Italian Society of Human Nutrition (SINU) is a scientific society funded by the membership fees.The Society collaborates with other public research body in the preparation of nutrional guidelines and advice for health operators and for the general public. The society does not operate upon mandate of the Government or other public bodies. The expert was up to the end of 2013 member of the Working Group on minerals for the revision of Italian Recommended Dietary Allowances (RDA, in italian: (LIVELLI DI ASSUNZIONE GIORNALIERI RACCOMANDATI DI NUTRIENTI PER LA POPOLAZIONE ITALIANA (L.A.R.N.) and specifically in the sub- section potassium intake. Currently, the expert does not participate to any working grouo of SINU. The society usually meets once at year for a scientific Symposium",2008-01,now,2015-11-03,NDA_doi_013.pdf
NDA,"SJODIN, Anders Mikael",,,NO INTEREST,,,2015-09-24,NDA_doi_014.pdf
NDA,"STERN, Martin",,Working Group Prolamin Analysis and Toxicity (WGPAT),"WGPAT aims to coordinate research on laboratory gluten analysis in food and on clinical evaluation of coeliac patients' sensitivity to prolamins. WGPAT has a non-governmental organisation status as an observer to Codex Alimentarius. Chair 1991-2011, now member One meeting per year",1991-01,2011-10,2015-11-23,NDA_doi_015.pdf
NDA,"TOMÉ, Daniel",,European Journal of Clinical Nutrition,Member of the Editorial Board - Review of publications submitted to the journal,2010-01,now,2015-09-21,NDA_doi_016.pdf
NDA,"TOMÉ, Daniel",,Journal PlosOne,Academic Editor - Review of publications submitted to the journal,2010-01,now,2015-09-21,NDA_doi_016.pdf
NDA,"TOMÉ, Daniel",,British Journal of Nutrition,Member of the Editorial Board - Review of publications submitted to the journal,2011-01,now,2015-09-21,NDA_doi_016.pdf
NDA,"TOMÉ, Daniel",,Journal of Nutrition,Associate Editor - Management of publications submitted to the journal,2014-01,now,2015-09-21,NDA_doi_016.pdf
NDA,"TURCK, Dominique",,,NO INTEREST,,,2015-10-22,NDA_doi_017.pdf
NDA,"VAN LOVEREN, Henk",,,NO INTEREST,,,2015-11-23,NDA_doi_018.pdf
NDA,"VINCETI, MARCO",,,NO INTEREST,,,2015-09-22,NDA_doi_019.pdf
NDA,"WILLATTS, Peter",,British Psychological Society,Associate Fellow and Chartered Psychologist,1974-10,now,2015-09-21,NDA_doi_020.pdf
PLH,"BRAGARD, Claude",,Belgian Society of Crop Protection (BeSCrop),"Non-profit organisation Bescrop is a non-profit organisation (Belgian society for Crop Protection). The association is there to encourage research as well as exchange and dissemination of research results on Crop protection, with a careful attention to their impact on environment and people.The association is registered under the number 409020393 with rules published under Belgian Moniteur (annex 21/03/2006). The association has no direct link to plant health risk managers. Further information available at http://www.afd- ld.org/~bescrop/accueil_nl.htm",2011-01,2011-12,2015-10-06,PLH_doi_000.pdf
PLH,"CAFFIER, David",,"European Commission DG SANCO, Brussels, Belgium","Member of the EU technical group of bacteriologists, delegated by France. Improvement of official laboratory methods in the field of plant bacteriology. Methods and schemes for detection of plant pathogenic bacteria to technically help management of outbreaks and prevention by the NPPOs. I received no remuneration for this activity.",1993-01,2010-09,2015-10-01,PLH_doi_001.pdf
PLH,"CAFFIER, David",,"European and Mediterranean Plant Protection Organisation (EPPO), Paris, France","Member of the EPPO technical panel of bacteriologists, delegated by France. Improvement of official laboratory methods in the field of plant bacteriology. Development of methods and schemes for detection of plant pests. I received no remuneration for that activity.",2002-01,2010-09,2015-10-01,PLH_doi_001.pdf
PLH,"CANDRESSE, Thierry",,American Phytopathological Society,"Member. The American Phytopathological Society is a nonprofit professional, scientific organization dedicated to the study and control of plant diseases (see http://www.apsnet.org/Pages/default.aspx)",2005-01,now,2015-07-24,PLH_doi_002.pdf
PLH,"CHATZIVASSILIOU, Elisavet",,Hellenic Phytopathological Society,"Member. Nonprofit, professional scientific organization (see http://efe.aua.gr/en_index.php).",1997-09,now,2015-09-15,PLH_doi_003.pdf
PLH,"CHATZIVASSILIOU, Elisavet",,Hellenic Entomological Society,Member. Nonprofit professional scientific organization (see http://www.entsoc.gr/site/index.php?lang=en).,2000-11,now,2015-09-15,PLH_doi_003.pdf
PLH,"CHATZIVASSILIOU, Elisavet",,Mediterranean Phytopathological Society,"Member. Nonprofit professional, scientific organization (see http://www.mpu.unifi.it/).",2006-01,now,2015-09-15,PLH_doi_003.pdf
PLH,"CHATZIVASSILIOU, Elisavet",,American Phytopathological Society,"Member. Nonprofit professional, scientific organization (see http://www.apsnet.org/Pages/default.aspx).",2006-01,now,2015-09-15,PLH_doi_003.pdf
PLH,"CHATZIVASSILIOU, Elisavet",,"(), Hellenic Phytopathological Society","Position: Member of the administrative board. The Hellenic Phytopathological Society (HPS) is a nonprofit, professional scientific organization with a membership of individual Greek scientists. HPS does not receive any funds from industries, or agencies. Furthermore, risk analysis is not part of the HPS remit (see http://efe.aua.gr/en_index.php).",2010-10,now,2015-09-15,PLH_doi_003.pdf
PLH,"CHATZIVASSILIOU, Elisavet",,"(), Hellenic Phytopathological Society","Position: reasurer. The Hellenic Phytopathological Society (HPS) is a nonprofit, professional scientific organization with a membership of individual Greek scientists. HPS does not receive any funds from industries, or agencies. Furthermore, risk analysis is not part of the HPS remit (see http://efe.aua.gr/en_index.php).",2012-10,2014-10,2015-09-15,PLH_doi_003.pdf
PLH,"CHATZIVASSILIOU, Elisavet",,International Organization of Citrus Virologists,"Member. Nonprofit professional, scientific organization (see http://iocv.org/).",2013-01,now,2015-09-15,PLH_doi_003.pdf
PLH,"DEHNEN-SCHMUTZ, Katharina",,"British Ecological Society Membership Gesellschaft fuer Oekologie (Ecological Society for Germany, Austria and Switzerland)",Membership,1992-09,now,2015-07-17,PLH_doi_004.pdf
PLH,"GILIOLI, Gianni",,Member of the Italian Society of Ecology (http://www.societaitalianaecologi a.org/).,"The Italian Society of Ecology (SItE) aims to promote research in both theoretical and applied ecology, to disseminate knowledge and to foster the development of relations between the students of ecology, facilitating collaboration both nationally and internationally. To achieve these aims, the SItE carries out its activities through the research work of the groups, the ordinary and extraordinary meetings, conferences, symposia, meetings and publications in cooperation with other Italian and foreign scientific societies.",1993-01,now,2015-11-10,PLH_doi_005.pdf
PLH,"GILIOLI, Gianni",,"Founder, member and secretary of the GRIMPP (Italian Research Group on Modelling for Plant Protection) (http://www.grimpp.it/)","The Italian Research Group on Modelling for Plant Protection (GRIMPP) is a non-profit scientific institution that promotes (i) the scientific research on modelling applied to plant protection of plants, (ii) the exchanges of knowledge on methodological approaches, developments and applications of plant protection models among researchers, (iii) coordination and integration of scientist working in pplant protection modelling; (iv) relationships with initiatives and working groups that operate in analogous institutions in other countries; (V) educational activities finalized to a rational development and utilization of models in plant protection.",2007-01,now,2015-11-10,PLH_doi_005.pdf
PLH,"GILIOLI, Gianni",,Member of the Italian Entomological Society (http://www.socentomit.it/),"The Italian Entomological Society, the only existing nationwide society on entomological sciences, is a non-profit scientific institution, whose purpose is to spread entomological research and knowledge and to promote basic and applied research on insects.",2007-01,now,2015-11-10,PLH_doi_005.pdf
PLH,"GILIOLI, Gianni",,Member of the Ecological Society of America (http://www.esa.org/esa/),Works to promote ecological science by improving communication among ecologists; raising public awareness; increasing the resources available for ecological science; and ensuring the appropriate use of ecological science in environmental decision making.,2012-01,now,2015-11-10,PLH_doi_005.pdf
PLH,"GREGOIRE, Jean Claude",,,NO INTEREST,,,2015-07-09,PLH_doi_006.pdf
PLH,"JAQUES MIRET, Josep Anton",,,NO INTEREST,,,2015-11-22,PLH_doi_007.pdf
PLH,"JEGER, Michael John",,,NO INTEREST,,,2015-11-04,PLH_doi_008.pdf
PLH,"MACLEOD, Alan",,,NO INTEREST,,,2015-08-18,PLH_doi_009.pdf
PLH,"NAVAJAS, Maria",,ESA = Entomological society of America,Member of the Entomological Society of America,1995-01,now,2015-11-20,PLH_doi_010.pdf
PLH,"NAVAJAS, Maria",,VIIth Congress of the European Association of Acarologists,Member of the Steering committee,2008-01,2010-12,2015-11-20,PLH_doi_010.pdf
PLH,"NAVAJAS, Maria",,"International Congress of Acarology, ICA",Member of the scientific committee,2008-01,2010-08,2015-11-20,PLH_doi_010.pdf
PLH,"NIERE, Bjoern",,"Arbeitsgemeinschaft Tropische und Subtropische Agrarforschung, ATSAF","Society member; participation in society meetings and conferences Session Chair for tropical plant protection issues at annual conference ""Tropentag""",1999-10,now,2015-08-17,PLH_doi_011.pdf
PLH,"NIERE, Bjoern",,"Deutsche Phytomedizinische Gesellschaft, DPG","Society member; participation in Working Group meetings (Nematology, Phytomedicine in the Tropics)",2000-01,now,2015-08-17,PLH_doi_011.pdf
PLH,"NIERE, Bjoern",,"Gesellschaft für Pflanzenzüchtung, GPZ","Society member; participation in meetings related to potato (seed production, breeding), regular presentation of research results",2005-04,now,2015-08-17,PLH_doi_011.pdf
PLH,"PARNELL, Stephen",,British Ecological Society (BES),Member. The BES is a professional worldwide organisation for ecological science.,2014-10,now,2015-11-16,PLH_doi_012.pdf
PLH,"PARNELL, Stephen",,American Phytopathological Society (APS),Member. APS is a professional worldwide society dedicated to research in plant pathology.,2014-10,now,2015-11-16,PLH_doi_012.pdf
PLH,"POTTING, Roel",,,NO INTEREST,,,2015-07-15,PLH_doi_013.pdf
PLH,"RAFOSS, Trond",,,NO INTEREST,,,2015-11-04,PLH_doi_014.pdf
PLH,"ROSSI, Vittorio",,Associazione Italiana per la Protezione delle Piante (Italian Society for Plant Protection),"Member of the Directive. Non-profit scientific association promoting research, education and training in plant protection sector. Time used for this activity: 3-5 days per year",1995-01,now,2015-11-11,PLH_doi_015.pdf
PLH,"ROSSI, Vittorio",,Societa Italiana di Patologia Vegetale (Italian Society for Plant Pathology),Member. Non-profit scientific society promoting research on various aspects of plant pathology. Time used for this activity: 0.5% of time,1999-01,now,2015-11-11,PLH_doi_015.pdf
PLH,"ROSSI, Vittorio",,American Phytopathological Society,"Member. Non-profit, professional, scientific organisation dedicated to the study and control of plant diseases. Time used for this activity: 0-1 day per year",2006-03,now,2015-11-11,PLH_doi_015.pdf
PLH,"ROSSI, Vittorio",,"International Organisation for Biological and Integrated Control of Noxious Animals and Plants, West Palearctic Section","Member. Non-profit, scientific association promoting development of biological control of plant pests and diseases. Time used for this activity: 1-2 days per year",2007-06,now,2015-11-11,PLH_doi_015.pdf
PLH,"ROSSI, Vittorio",,Gruppo Ricerca Italiano Modelli Protezione Piante (Italian Research Group for Modelling in Crop Protection),"President. Non-profit, informal group of researchers involved in plant modelling. The aim of the group is to share experience and promote the modelling science by means of congresses, workshops and training courses. The group does not manage research projects and funds. The role of the president is to coordinate the group; he is not remunerated. Time used for this activity: 4-5 days/year",2007-09,now,2015-11-11,PLH_doi_015.pdf
PLH,"UREK, Gregor",,European Society of Nematologists,member,1991-01,now,2015-07-10,PLH_doi_016.pdf
PLH,"UREK, Gregor",,Plant Protection Society of Slovenia,member,2007-01,now,2015-07-10,PLH_doi_016.pdf
PLH,"VAN BRUGGEN, Ariena",,,NO INTEREST,,,2015-11-16,PLH_doi_017.pdf
PLH,"VAN DER WERF, Wopke",,Royal Dutch Phytopathological Society KNPV,"Professional Society for Plant Health I am a member, receiving news and mailings, at times participating in conferences or publishing in the KNPV journal Gewasbescherming.",1980-01,now,2015-11-23,PLH_doi_018.pdf
PLH,"VAN DER WERF, Wopke",,European Weed Research Society,"Professional Society for Weed Research I am a member, receiving news and mailings, and at times participating in conferences or publishing in Weed Research.",2001-01,now,2015-11-23,PLH_doi_018.pdf
PLH,"VAN DER WERF, Wopke",,Entomological Society of America,"Professional Society of Entomologists I am a member, receiving news and mailings, at times participating in conferences or publishing in ESA journals.",2001-01,2013-12,2015-11-23,PLH_doi_018.pdf
PLH,"VAN DER WERF, Wopke",,American Phytopathological Society,"Professional Society of Plant Pathologists I am a member, receiving news and mailings, and at times participating in conferences or publishing in APS journals.",2001-01,2013-12,2015-11-23,PLH_doi_018.pdf
PLH,"VAN DER WERF, Wopke",,International Organisation for Biological Control (IOBC) West Palearctic Regional Section (WPRS) Working Group on Landscape Management for Functional Biodiversity,"The working group consists of scientists interested in the use of biodiversity to strengthen delivery of ecosystem services, in particular biological pest control, in agricultural environments. My role is that of an attendee or co-organizer of meetings organized under auspices of the working group. Meetings are once per two or three years, and last usually three days. My time investment is accordingly in the order of a few days in years in which there is a meeting. The working group is part of the West Palearctic Regional Section of the International Organization for Biological Control. Further information on the working group is given at: http://www.iobc- wprs.org/expert_groups/19_wg_landscape_management.html The International organisation for Biological Control (IOBC) promotes environmentally safe methods of pest and disease control. It is a voluntary organisation of biological-control workers. Further information on IOBC is given at: http://www.iobc- global.org/about_iobc.html The seat of IOBC is in Zurich, Switzerland. The organisation is a legal entity pursuant to Art. 60 of the Swiss Civil Code. See: http://www.iobc-global.org/statutes.html IOBC is a not-for-profit organization which aims at strengthening biological pest control in agricultural systems.",2007-01,now,2015-11-23,PLH_doi_018.pdf
PLH,"VAN DER WERF, Wopke",,Association of Applied Biologists,"Professional Society of Applied Biologists I was a member, receiving news and mailings, at times participating in conferences or publishing in the Annals of Applied Biology.",2009-01,2013-12,2015-11-23,PLH_doi_018.pdf
PLH,"WEST, Jon",,British Society for Plant Pathology,Society promoting aspects of plant pathology,2000-04,now,2015-11-16,PLH_doi_019.pdf
PLH,"WEST, Jon",,Association of Applied Biologists,Society promoting applied biology,2000-09,now,2015-11-16,PLH_doi_019.pdf
PLH,"WEST, Jon",,The University of Hertfordshire,Visiting Lecturer,2012-01,now,2015-11-16,PLH_doi_019.pdf
PLH,"WEST, Jon",,Aerobiologia (International Journal of Aerobiology),"From January 2015, I am an Associate Editor of Aerobiologia, which is published by Springer",2014-12,now,2015-11-16,PLH_doi_019.pdf
PLH,"WINTER, Stephan",,Society of Microbiology American Phytopathology Society,"Membership, plant pathology and virology, plant protection",1996-01,now,2015-09-30,PLH_doi_020.pdf
PLH,"WINTER, Stephan",,European Plant Protection Organisation EPPO,Ad hoc member of viroid diagnostics group,2000-01,now,2015-09-30,PLH_doi_020.pdf
PLH,"WINTER, Stephan",,Deutsche Phytomedizinische Gesellschaft,"Membership, plant pathology and virology, plant protection.",2007-01,now,2015-09-30,PLH_doi_020.pdf
PPR,"ADRIAANSE, Paulien",,,NO INTEREST,,,2015-04-28,PPR_doi_000.pdf
PPR,"BERNY, Philippe",,,NO INTEREST,,,2015-09-21,PPR_doi_001.pdf
PPR,"BROCK, Theodorus",,Society of Environmental Toxicology and Chemistry (SETAC),"Since 1995 member of SETAC Europe. From 2006 to 2009 I was chair of the SETAC/EU Workshop on Linking Aquatic Exposure and Effects in the Registration Procedure of Plant Protection Products. In 2012 and 2013 I participated in the SETAC Europe MODELINK workshop ""How to use ecological effect models to link ectoxicological tests to protection goals"". Currently I am member of the editorial board of the scientific journal Integrated Environmental Assessment and Management. I am invited to participate in the SETAC Pellston workshop ""Improving the usability of ecotoxicology in regulatory decision- making"" that will tage place at the U.S. Fish and Wildlife Service's National Conservation Training Center from 30 August to 4 September 2015. In 2015 and 2016 I am invited to participate in the CARES workshop (organized by CEFIC and SETAC Europe) to explore the use of the Ecosystem Services Concept in the definition of specific protection goals for all types of chemicals (including down-the-drain chemicals and pesticides). From 30 August 2015 to 4 September 2015 I participated in a SETAC Pellston workshop on Improving the Usability of Ecotoxicology in Regulatory Decision Making. No funding is involved with these activities.",1995-01,now,2015-10-23,PPR_doi_002.pdf
PPR,"BROCK, Theodorus",,The Scientific World Journal,In the period 2011 - 2013 I was editorial board member of the open access The Scientific World Journal on issues related to aquatic ecology and ecotoxicology. No funding was involved with this activity.,2011-09,2013-09,2015-10-23,PPR_doi_002.pdf
PPR,"DUQUESNE, Sabine",,SETAC,Active member of the SETAC since more than 15 years : session chair; numerous platform and poster presentations; scientifc committe of the SETAC- Europe 2014 in BAsel,2000-01,now,2015-04-18,PPR_doi_003.pdf
PPR,"GRILLI, Sandro",,,NO INTEREST,,,2015-10-21,PPR_doi_004.pdf
PPR,"HERNANDEZ-JEREZ, Antonio F.",,Spanish Association of Toxicology (AETOX),"Member of such Association. For more details about AETOX, see above (activity II). As an active member of this association I am encouraged to participate in the bianual Congress of AETOX or assist to the Excutive Committee when requested as regards to a scientific issue that falls on my field of interest. No compensartion is received by this activity.",1993-07,now,2015-04-21,PPR_doi_005.pdf
PPR,"HOUGAARD, Susanne",,"European Centre for Validation of Alternative Methods (ECVAM) Scientific Advisory Committee (ESAC), EU, JRC- IHCP and FICAM (Finnish Center for Alternative Methods), Tampere","Member of the International STakeholder NETwork (ISTNET) for creating a developmental neurotoxicity testing roadmap for regulatory purposes. My role is giving regulatory input to this process. Actvity so far has been participation a workshop in February 2014 and drafting of a report, which is to be published soon. On average per month since February 2014 I have dedicated one day.",2014-02,now,2015-04-21,PPR_doi_006.pdf
PPR,"KLEIN, Michael",,,NO INTEREST,,,2015-04-17,PPR_doi_007.pdf
PPR,"KUHL, Thomas",,,NO INTEREST,,,2015-05-06,PPR_doi_008.pdf
PPR,"LASKOWSKI, Ryszard",,Applied Soil Ecology,Editorial Advisory Board Responsibilities: reviewing scientific manuscripts submitted for publication in the journal.,1997-01,now,2015-04-20,PPR_doi_009.pdf
PPR,"LASKOWSKI, Ryszard",,Society of the Environmental Toxicology and Chemistry SETAC-Europe,"Member since 1999. Member of Scientific Committees for SETAC- Europe conferences, on irregular basis. President of SETAC Europe CE in 2008-2010, vice-president for 2011-2013. Duties: organizing SETAC ECE meetings, recruiting new members, planning future activities. Decision making: limited to places and dates of the meetings, declaring leading topics for the conferences. The branch was governed by the Council of the SETAC Central & East Europe Branch. The branch does not exist any longer.",1999-01,now,2015-04-20,PPR_doi_009.pdf
PPR,"LASKOWSKI, Ryszard",,Polish Scientific Council,Member of the committee Responsibilities: control body for distribution of funds to research projects and Polish research institutions.,2008-01,2010-01,2015-04-20,PPR_doi_009.pdf
PPR,"MACHERA, Kyriaki",,,NO INTEREST,,,2015-09-29,PPR_doi_010.pdf
PPR,"OCKLEFORD, Colin",,Royal College of Pathologists,Fellowship of the Royal College which promotes research and training in Pathology and validates the qualifications of clinical pathologists in the UK.,1980-01,now,2015-10-15,PPR_doi_011.pdf
PPR,"OCKLEFORD, Colin",,Royal College of Surgeons of England,I am a basic sciences examiner for Membership of the Royal College of Surgeons of England. This postgraduate qualification (MRCS Eng.) is required for a doctor to confirm specialisation in a surgical career. The work (approxinately 4 days per annum) is not remunerated but expenses are paid.,2010-01,now,2015-10-15,PPR_doi_011.pdf
PPR,"OCKLEFORD, Colin",,Academy of Medical Educators,The Academy of Medical Educators is an organisation that supports professional development of medical educators and encourages the improvement of Medical Education in the UK. I am an elected Fellow but am not a member of the Council or any other decision making body of the Academy.,2010-12,now,2015-10-15,PPR_doi_011.pdf
PPR,"PELKONEN, Olavi",,EURL ECVAM (European Reference Laboratory for Validation of Alternative Methods),ad hoc member or expert in various projects to evaluate and validate alternative (in vitro) methods to animal experimentation,2002-01,now,2015-10-20,PPR_doi_012.pdf
PPR,"PELKONEN, Olavi",,"EMA (European Medicines Agency), Committee for Herbal Medicinal Products (HMPC)",co-opted member (expert) in toxicology HMPC observer in Safety Working Party (SWP) of the CHMP,2006-05,now,2015-10-20,PPR_doi_012.pdf
PPR,"PIEPER, Silvia",,German Soil Science Society,Scientific society (Deutsche Bodenkundliche Gesellschaft),1995-01,now,2015-10-21,PPR_doi_013.pdf
PPR,"PIEPER, Silvia",,German Ecological Society,Scientific society (Gesellschaft für Ökologie),1995-01,now,2015-10-21,PPR_doi_013.pdf
PPR,"PIEPER, Silvia",,Society of Environmental Toxicology and Chemistry (SETAC),scientific society (SETAC).,2009-02,now,2015-10-21,PPR_doi_013.pdf
PPR,"SMITH, Rob",,British Ecological Society The British Ecological Society is a scientific society that was founded,"in 1913. It is a charity under UK law. The objective of the British Ecological Society is to advance ecology and to make it count. It does this by organising meetings and supporting publications, including several scientific journals. My participation as a member is through reading the publications of the Society and attending its scientific meetings.",1970-01,2013-12,2015-10-09,PPR_doi_014.pdf
PPR,"SMITH, Rob",,University of Leeds,The University of Leeds is concerned with Higher Education and Research. I have the title of Visiting Professor (honorary) at the University of Leeds during the period 2006-2012. I receive no remuneration for this and have no involvement at all with the management of the University.,2006-03,2012-03,2015-10-09,PPR_doi_014.pdf
PPR,"STEMMER, Michael",,,NO INTEREST,,,2015-04-17,PPR_doi_015.pdf
PPR,"SUNDH, Ingvar",,,NO INTEREST,,,2015-05-07,PPR_doi_016.pdf
PPR,"TEODOROVIC, Ivana",,Society for Environmental Toxicology and Chemistry (SETAC),"Member of SETAC, 2010-2013 Vice president of SETAC Europe CEE Branch",2000-01,now,2015-04-21,PPR_doi_017.pdf
PPR,"TIKTAK, Aaldrik",,,NO INTEREST,,,2015-04-17,PPR_doi_018.pdf
PPR,"WOLTERINK, Gerrit",,,NO INTEREST,,,2015-07-23,PPR_doi_020.pdf
SCOM,"BENFORD, Diane",,British Toxicology Society (BTS),Fellow of the Society. Education and training in Toxicology. Director of the Society April 2004-March 2008,1980-01,now,2015-10-08,SCOM_doi_000.pdf
SCOM,"BENFORD, Diane",,UK Environmental Mutagen Society (UKEMS),Education and training in mutagenecity. Member,1984-01,2013-12,2015-10-08,SCOM_doi_000.pdf
SCOM,"BENFORD, Diane",,Eurotox,"Association of European Toxicologists and European Societies of Toxicology Aims to foster toxicology, both scientifically and educationally, in all countries of Europe. I am a Eurotox Registered toxicologist.",1990-01,now,2015-10-08,SCOM_doi_000.pdf
SCOM,"BENFORD, Diane",,European Society of Toxicology In Vitro (ESTIV),"Scientific society with objectives to strengthen the scientific network of in vitro toxicologists and promote in vitro toxicology, both scientifically and educationally in all countries of Europe I am an honorary member",1996-07,now,2015-10-08,SCOM_doi_000.pdf
SCOM,"BENFORD, Diane",,Journal of Applied Toxicology,Member of editorial board - actual start and end dates not known,2003-01,2011-01,2015-10-08,SCOM_doi_000.pdf
SCOM,"BENFORD, Diane",,Journal of Toxicology and Applied Pharmacology,Member of editorial board. Actual start date not known,2005-01,2013-11,2015-10-08,SCOM_doi_000.pdf
