Subject group,Full name,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
GMO,"TEBBE, Christoph",,"BLE, Bundesanstalt für Landwirtschaft und Ernährung",Towards safe applications of recycled water in agriculture: Effects of soil properties on the survival of waste-water bacteria and their potential to colonize vegetables. - Bilateral project between Germany and Israel. - I am the coordinator of this project and the head of the German research group involved in this collaboration. The project will analyze microbial communities independent of cultivation taking advantage of next-generation DNA sequencing tools.,2014-11,now,2015-07-30,GMO_doi_015.pdf
GMO,"VISIOLI, Francesco",,Spanish Minister of Science,Foodomics of hydroxytyrosol. In vitro and in vivo studies of nutrigenomics end proteomics of hydroxytyrosol.,2011-01,2014-12,2015-09-30,GMO_doi_016.pdf
GMO,"WAL, Jean-Michel",,ACTIA (Association de Coordin. Technique pour l'Industrie Agroalimentaire),"Programme ACTIA (Association des Centres Techniques de l'Industrie Agro-alimentaire) (2006-2009) in association with INRA : ""Impact of food formulation and processing on milk proteins antigenicity"". Collaborative research project with other INRA Labs specialized in milk technology and with the dairy industry. The INRA Food Allergy Lab., which I was leading, assessed the remaining antigenicity of milk proteins in different dairy products depending on the cheese/dessert making process that was used. As Head of the Food Allergy Lab., I was the supervisor of the Project that was actually conducted by my co-worker H. Bernard, research scientist.",2006-01,2009-12,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,"Nestec Research Centre, Lausanne, CH","Collaborative Research Project with Nestec Research Centre (December 2006- June 2009). ""Assessment of the tolerogenic potential of partially hydrolyzed b- lactoglobulin and large synthetic peptides"". This was a collaborative study with the Nestec Research Center which aimed at studying the relationship between structure and allergenicity of milk proteins and the possible impact of processing (e.g. partial or complete hydrolysis of the milk product) and at investigating the undelying mechanisms. This was a research project and not a study on a specific product or process of Nestec, The results were published in the Journal of Food and Agricultural Chemistry (2012). As Head of the Food Allergy Lab., I was the scientist responsible of the Project.",2006-01,2009-07,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,EC DG Research Framework Program VI : IP CoExtra,"EU Framework Program VI Integrated Project: Coexistence and traceability of GMOs. : CoExtra This project was coordinated by INRA ; the Food Allergy Lab. which I was leading, was a participant in the work package V : “Development and integration of analytical traceability tools” in charge of the “Development of new protein based methods against e.g. epitopes resistant to agro-industrial processing, semi-quantification”. It has developed and validated a rapid, highly sensitive and specific ELISA test for detection of Cry 1Ab endotoxin in genetically modified maize using a set of monoclonal antibodies (mAb) specific of various regions of the Cry protein. This ELISA test “kit” as well as the corresponding mAbs were not commercialized but largely distributed to numerous Labs and used in several other projects (e.g. GRACE). As Head of the Food Allergy Lab., I was the responsible scientist for the Project.",2006-05,2009-12,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,EC DG Research Framework Program VI : IP Europrevall,"EU Framework Program VI Integrated project : Prevention and alleviation of food allergy in Europe (Euro-Prevall) (2005-2009). I was co-leader of Theme III (Allergen Structure and the Food Matrix), member of the Scientific Management Board of the project and my Group (i.e. the Food Alergy Laboratory) was a participant responsible for the coordination of WP3 (Assessing the influence of food matrix, food processing and digestion on allergenicity). As Head of the Food Allergy Lab., I was the responsible scientist for the Project.",2006-06,2009-12,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,French FUI (Fonds Unique Interministériel de Soutien aux Projets de R&D Collaboratifs des Poles de Compétitivité),"French FUI (Fonds Unique Interministeriel de soutien aux projets de R&D collaboratifs des poles de competitivite), MANOE (Maitrise Allergenes NutritiOn Enfants (2009-2012). ""Developing foods/food ingredients with no allergen or with a controlled acceptable content of known allergens, that would be available for all children"". In collaboration with public and private research laboratories and agro- food industry the INRA Food Allergy Lab., which I was leading, was a participant in this project and mainly involved in the development of analytical tools for detection and quantification of food allergens in complex, processed foods. As Head of the Food Allergy Lab., I was the supervisor of the Project that was actually conducted by my co-worker H. Bernard, research scientist.",2009-01,2012-12,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,French Government - Agence Nationale pour la Recherche (ANR),"National Research Agency (ANR), French Governmental Institution. Programme EmergenceBIO (2008- 2010) : Development of new immuno-analytical tools for detection of allergens and antibodies. ""Development of rapid, sensitive and quantitative tests using fluorescent immunoliposomes"". The INRA Food Allergy Lab., which I was leading, was a participant in this project and, in collaboration with CEA it wqs mainly involved in the development of a new innovative immunochemical tool for detection and quantification of food allergens in foods. As Head of the Food Allergy Lab., I was the supervisor of the Project that was actually conducted by my co-worker H. Bernard, research scientist.",2009-01,2010-12,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,"Unilever - Safety & Environmental Assurance Centre, Colworth UK","Research collaborative project with Unilever (2012-2014). ""The role of cutaneous and respiratory exposure in the development of IgE mediated allergy to food proteins"" This collaborative study with the Company Unilever aimed at exploring the impact of different routes and doses of (pre)exposures to milk and peanut proteins/extracts in the development of an allergic reaction after experimental sensitization to these food proteins via the oral route. Unilever funded a PhD thesis grant, named “Bourse INRA. This was a research project and not a study on a specific product or process of the firm. In line with INRA policy, the results are published in International Archives of Allergy and in Clinical and Translational Allergy. I was Director of the Thesis until 13 April 2013. The work has continued under the actual direction of my co-worker K. Adel-Patient, research scientist in the Group.",2011-02,2013-05,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,CNIEL (Centre National Interprofessionnel de l'Economie Laitière)-Syndifrais,"Programme Syndifrais-CNIEL (Centre National Interprofessionnel de l'Economie Laitière). (2011-2012) : ""Impact of an experimental inoculation of a Lactobacillus casei strain in the gut of neonate gnotoxenic mice on the prevention of a further sensitization to milk proteins"". Preliminary project to study the role of the gut microbiota on the development of an allergic reaction vs an oral tolerance after an experimental sensitization by oral administration of milk proteins. As Head of the Food Allergy Lab., I was the supervisor of the Project that was actually conducted by my co-worker S. Hazebrouck, research scientist.",2011-03,2012-11,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,"French Government- Ministère de la Recherche, INSERM - ITMO Immunologie, Hématologie, Pneumologie","Incentive programme INSERM, ITMO (Institut Thematique Multi Organismes) IHP (Immunology, Haematology, Pneumology) : Asthma and Allergy (November 2011-December 2012). ""Transfer of oral tolerance to a food allergen via breast feeding : efficacy, mechanisms and identification of relevant biomarkers"". In collaboration with CEA and INSERM, this preliminary project aimed at exploring the impact of perinatal exposure to food allergens, via administration to lactating mothers, on the development of a tolerance vs allergic reaction in newborn mice. The INRA Food Allergy Lab., which I was leading, was a participant in this project As Head of the Food Allergy Lab., I was the supervisor of the Project that was actually conducted by my co-worker K. Adel-Patient, research scientist.",2011-11,2012-12,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,"French Government- Ministère de l'Écologie, du Développement durable, des Transports et du Logement (MEDDTL)","Programme RISK OGM 2010 of the French Government, MEDDTL (Ministère de l'Ecologie, du Développement durable, des Transports et du Logement) (2012-2015). ""Interactions between insecticidal Cry toxins and digestive tract mucus"" This project falls into the area of risk assessment of GM crops expressing insecticidal Bacillus thuringiensis proteins. Main objectives are to further elucidate the mode of action of Cry1Ab. For this purpose, it is analyzed if Cry toxins can be trapped /bound to mucus like structures from various origins and if interactions result in breakdown of these structures. In particular it is investigated if such effect could be reached on mucus from vertebrates (as compared to insect models), what region/domain of the Cry toxin is involved and whether glycosylation of mucins/peritrophins may have a role on the interactions. The Food Allergy Laboratory is a participant in this Project, particularly in charge of the binding studie. As Head of the Lab., I was the responsible scientist for this task until 15 April 2013. The work is continuing under the actual direction of K. Adel-Patient and H. Bernard, research scientists and co-workers of my former Group",2012-01,2013-05,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,DBV Technologies,"Research collaborative project with DBV Technologies (2012-2015). ""Production and characterization of milk protein fractions having an immunomodulatory activity via the epicutaneous route of administration and analysis of the underlying mechanisms"". Collaborative study with the Company DBV Technologies which aims at exploring the role of particular forms of exposure on the polarization of the immune response to milk proteins, e.g. inducing the development of a tolerance or of an allergic reaction. DBV Technologies funded a PhD grant, named “Bourse CIFRE” , in association with the Governmental Institution ANRT (Association Nationale de la Recherche et de la Technologie). This is a research project and not a study on a specific product of the firm, by contract with INRA it is specified that all the results are to be published. I was Director of the Thesis until 15 April 2013. The work is continuing under the actual direction of H. Bernard, research scientist and co-worker in my former Group.",2012-02,2013-05,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,EC DG Research,"FP7 Large RTD Project GRACE :GMO Risk Assessment and Communication of Evidence (2012-2015). As indicated in Section IV (Employment) I have been involved in this project as Head of the Food Allergy Laboratory and INRA responsible scientist until 15 April 2013. Since then I have no more executive responsibility in this project in which my former Group is still participant. I supervise its work and participates in the discussions and interpretation of the results obtained, in line with the description of work included in the contract signed with the COM. which I had contributed to elaborate. In terms of experimental work the Food Allergy Laboratory is involved in WP 2 (i.e. Alternative in vitro testing approach for GMO food/feed) but also indirectly in WP 1 (90 Day feeding trials) to develop digestibility testing on plant/feed materials and immunological and metabolomic studies on animal samples. I am still personally involved in desk works of WP 3, i. e. “Review of the food/feed safety and health impacts of GM Plants” and in particular to prepare a systematic review on “The risk of allergic sensitization and elicitation in humans and animals exposed to an allergenic plant that has been genetically modified as compared to individuals exposed to the non-genetically-modified plant counterpart”.",2012-06,2013-05,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,EC DG Research,"FP7 Large RTD Project iFAAM : Integrated Approaches to Food Allergen and Allergy Risk Management (2012-2015). As indicated in Section IV (Employment) I have been involved in this project as Head of the Food Allergy Laboratory and INRA responsible scientist until 15 April 2013. I was WP leader for WP 8, i.e. “Clinically relevant allergen analysis” which includes the assessment of the ability of multianalyte tools to effectively measure clinically-relevant allergens in foods and the impact of the food matrix on the detection of allergens and also its influence on the bioavailability of allergens during digestion and on their allergenic activity. Since then I have no more executive responsibility in this project in which my former Group is still participant. I supervise the experimental work done and participates in the discussions and interpretation of the results obtained, in line with the description of work included in the contract signed with the COM. which I had contributed to elaborate. In addition, I am still personally involved in desk works within WP 10 to prepare collaborative overarching reviews with Clinicians, Consumers, Food Technologists, Regulators, Psychologists, etc … A state of the art paper on Precautionary allergen labelling, has been published in Allergy, i.e. Dunngalvin A, Alldrick A, Chan Ch, Crevel R, Grimshaw K, Schnadt S, Taylor S, Turner P, Allen KJ, Austin M, Baka A, Baumgartner S, Bucchini L, Fernández Rivas M, Grinter K, Houben G, Hourihane J, Kruizinga A, Lack G, Madsen CB, Mills C, Papadopoulos NG Poms R, Regent L, Sherlock R, Wal JM, Roberts G. Precautionary (‘may contain’) allergen labelling: perspectives from key stakeholder groups, Review Allergy, 2015, doi: 10.1111/all.12614. Another one on Prevention of Allergy, i.e. Grimshaw K, Logan K, Kiely M, O’donovan S, Patient K, Van Bilsen J, Beyer K, Campbell D, Garcia-Larsen V, Grabenhenrich L, Lack G, Mills C, Wal JM, Roberts G. Dietary risk factors in the prevention of food allergy. An iFAAM State of the Art Paper has been submitted in Arch Diseases in Childhood.",2012-06,2013-05,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,EC DG Research,"FP7 Coordinated Action MARLON : Monitoring of Animals for Feed- related Risks in the Long Term. Assessing post-market monitoring of potential health impacts of GM-crops in livestock (2012-2015). With the same introductory remark as for the GRACE project, I am involved in WP 2 and WP 3. WP 2 (GM feed consumption measurements) explores the possibilities to measure exposure to GM animal feeds in an individual animal or groups of animals based on detection of GM material in physiological samples of these animals. WP 3 (defining animal health indicators) investigates on the definition of specific sensitive health indicators for the purpose of monitoring potential health effects, including allergenicity / immunotoxicity, that are related to consumption of GM crops.",2012-06,2013-05,2015-09-29,GMO_doi_017.pdf
MB,"DAVIES, Sue",,,NO INTEREST,,,2015-09-07,MB_doi_000.pdf
MB,"EGUILEOR, Inaki",,,NO INTEREST,,,2015-05-22,MB_doi_001.pdf
MB,"FACELLI, Piergiuseppe",,,NO INTEREST,,,2015-09-02,MB_doi_002.pdf
MB,"MICHAELIDOU-CANNA, Stella",,"FP 7, UNOPS","research on pesticides, environment and health",1991-12,2008-11,2014-12-01,MB_doi_004.pdf
MB,"MICHAELIDOU-CANNA, Stella",,National research foundation,research on passive smoking,2006-01,2009-12,2014-12-01,MB_doi_004.pdf
MB,"MIKO, Ladislav",,,NO INTEREST,,,2015-03-16,MB_doi_005.pdf
MB,"MOUSING, Jan",,,NO INTEREST,,,2015-05-28,MB_doi_003.pdf
MB,"O'ROURKE, Raymond",,,NO INTEREST,,,2015-09-19,MB_doi_006.pdf
MB,"PRATS MONNE, Xavier",,,NO INTEREST,,,2015-10-06,MB_doi_010.pdf
MB,"ROATIS, Radu",,,NO INTEREST,,,2014-11-24,MB_doi_013.pdf
MB,"RUPRICH, Jiri",,"National Institute of Public Health, CZECH REPUBLIC, Prague 10",Project 6FP SAFEFOOD - WP2 - focused on usage of probabilistic modelling of exposure doses,2003-01,2008-06,2014-10-11,MB_doi_007.pdf
MB,"RUPRICH, Jiri",,"National Institute of Public Health, CZECH REPUBLIC, Prague 10",6 FP HEALTHGRAIN project - scientific consultant (only plenary meetings) 100% funded from public resources,2006-01,2010-05,2014-10-11,MB_doi_007.pdf
MB,"RUPRICH, Jiri",,"National Institute of Public Health, CZECH REPUBLIC, Prague 10",Project 6 FP EFCOVAL - focused on validation of food consumption data collection method (repeated 24h recall) 100% funded from public resources,2006-01,2010-03,2014-10-11,MB_doi_007.pdf
MB,"RUPRICH, Jiri",,"National Institute of Public Health, CZECH REPUBLIC, Prague 10",Project EURRECA - 6.FP - methodology how to create nutritional recommendations for micronutrients 100% funded from public resources,2007-01,2012-06,2014-10-11,MB_doi_007.pdf
MB,"RUPRICH, Jiri",,EFSA,"Cumulative Exposure Assessment of triazole fungicides CT/EFSA/PPR/2007/01 - subcontractor to RIKILT, NL 100% funded from public resources",2007-12,2008-08,2014-10-11,MB_doi_007.pdf
MB,"RUPRICH, Jiri",,EFSA,"EFSA grant CFP/EFSA/DATEX/2008/01 (children exposure) - subcontract to Univ. Ghent, Belgium 100% funded from public resources",2008-11,2009-11,2014-10-11,MB_doi_007.pdf
MB,"RUPRICH, Jiri",,EFSA,PANCAKE CFP/EFSA/DATEX/2009/02 - member of consortium - food consumption survey methodology for children 100% funded from public resources,2009-12,2012-06,2014-10-11,MB_doi_007.pdf
MB,"RUPRICH, Jiri",,"National Institute of Public Health, CZECH REPUBLIC, Prague 10","Project of FP7 named ""ACROPOLIS"", involved in WP2 - Cumulative dietary exposure and hazard assessment, Task 2.1, 2.2, 2.4 Grant agreement No:245163 100% funded from public resources",2010-06,2014-02,2014-10-11,MB_doi_007.pdf
MB,"RUPRICH, Jiri",,"National Institute of Public Health, CZECH REPUBLIC, Prague 10",Participation in the project of the 7th FP named TDSEXPOSURE. WP9 - implementation of total diet study in countries - leader of WP. 100% funded from public resources,2012-02,now,2014-10-11,MB_doi_007.pdf
MB,"SZEKACS, Andras",,Hungarian Ministry of Agriculture,Annual budgets for research on environmental risk identification/assessment of GM crops. Role in the projects: Subcoordinator for Cry1Ab toxin analysis in GM crop (MON 810 maize),2004-01,now,2015-08-13,MB_doi_008.pdf
MB,"SZEKACS, Andras",,Hungarian National Reserch and Technology Office,"- Research projects on pesticide analysis and bioanalysis, immunoassay development for pesticides, mycotoxins, microbial toxins (Cry1Ab), immunosensor development Role: pricipal investigator - Research projects on pesticide contamination in various modes of agriculture including intensive and ecological (organic) agriculture Role: participant, subcoordinator - Research projects on agricultural biotechnology, environmental assessment of GM crops MON 810 and DAS 59122-7 (the latter followed by a study for Pioneer Hi-Bred, Inc., see at bottom *) Role: participant, subcoordinator - Projects on endocrine disrupting effect monitoring/endocrine disruptor detection Role: pricipal investigator - Projects on environmentally friendly mosquito control, use/analysis of Bacillus thuringiensis toxins. Role: participant * as a follow-up Pioneer Hi-Bred, Inc. has entered a research collaboration (2009-2011) with our institute (PPI) to carry out insect exposure studies on DAS 59122-7. The Lead Researcher at PPI was Prof. Balázs Barna. As Head of Department, I was a participant.",2005-05,2011-04,2015-08-13,MB_doi_008.pdf
MB,"SZEKACS, Andras",,NATO,"Collaborative Linkage Grant development of immunosensors for toxins international collaboration (UK, Italy, Czech Republic, Hungary) Role: subcoordinator",2008-01,2009-12,2015-08-13,MB_doi_008.pdf
MB,"SZEKACS, Andras",,"FP7 project ‘SPICED' (Coordinated by BfR, Germany)","- Research on environmental and food safety in spice production and distribution in Europe within FP7 project 'Securing the spices and herbs commodity chains in Europe against deliberate, accidental or natural biological and chemical contamination (SPICED)' Role: pricipal investigator",2013-06,now,2015-08-13,MB_doi_008.pdf
MB,"SZEKACS, Andras",,Hungarian Scientific Research Fund,"- Research on side-effects of pesticide adjuvants and detergents, their possible combined toxicological and ecotoxicological effects with pesticide active ingredients Role: pricipal investigator",2013-09,now,2015-08-13,MB_doi_008.pdf
MB,"SZEKACS, Andras",,NATO,"Science for Peace and Security project ’Development of optical bio- sensors for detection of bio-toxins’, international collaboration (Hungary, UK, France, Ukraine, Israel) Role: coordinator",2015-02,now,2015-08-13,MB_doi_008.pdf
MB,"VAN GORCOM, Robert",,"Ministry of Economic Affairs, Agriculture & Innovation","My institute is funded primarily by the Dutch Ministry of EL&I. Our work is for a large part aimed to support the Dutch Food and Consumer Product Safety Authority (VWA). Next to this we work for many Dutch and international subsidy funds, the EU. We also analyse products on behalf of companies but only under strick regulation of the Dutch government",2010-01,now,2015-03-27,MB_doi_009.pdf
MB,"VANHOORDE, Robert",,,NO INTEREST,,,2015-03-17,MB_doi_011.pdf
MB,"VANTHEMSCHE, Piet",,,NO INTEREST,,,2014-12-08,MB_doi_012.pdf
MB,"WIJASZKA, Tadeusz",,EPIZONE - Cosortium VI Framework Programme,Member of the Consortium - Country Coordinator (Poland) responsible for the realisation of the research programme at the National Veterinary Research Institute of Pulawy.,2006-01,2010-06,2015-03-06,MB_doi_014.pdf
MB,"WINTER, Michael",,,NO INTEREST,,,2015-05-28,MB_doi_015.pdf
NDA,"BRESSON, Jean-Louis",,"GlaxoSmithKline (GSK), CSL Behring, PTC Therapeutics Inc, Wyeth, Shering-Plough, Novartis, PTC Therapeutics Inc., Inserm, Amgen, ANRS (Agence Nationale de Recherche sur le Sida)","Research funding for medical drug trials. For instance : child pulmonary hypertension (GSK), new proteins for clotting diseases (CSL), first missense mutation readthrough (PTC Therapeutics), antipneumococcal vaccine (Wyeth), child HCV hepatitis drugs (Shering), monoclonal antibodies in juvenile idiopathic arthritis (Novartis), Ataluren (other missense mutation readthrough (PTC Therapeutics), thrombopenic purpura drugs (Amgen). All these projects came through investigators affiliated to the clinical research center (CRC). The private funding is lower than 25% of total CRC budget.",2004-12,2014-12,2015-10-26,NDA_doi_000.pdf
NDA,"BRESSON, Jean-Louis",,"Institut National de la Santé et de la Recherche Médicale (INSERM), Paris (France)",Proof of concept for the treatment of CPT2 deficiencies. Public funding for medical research.,2009-01,2014-09,2015-10-26,NDA_doi_000.pdf
NDA,"BRESSON, Jean-Louis",,Agence nationale de recherche sur le sida (ANRS; public funding for HIV and HxV),Enrolment of control subjects in a prospective longitudinal VIH cohort,2011-01,now,2015-10-26,NDA_doi_000.pdf
NDA,"BURLINGAME, Barbara",,,NO INTEREST,,,2015-05-05,NDA_doi_001.pdf
NDA,"DEAN, Tara",,UK Department of Health Eczema in Children. A clinical trial of effectiveness of silk clothing in,children with moderate to severe eczema,2013-01,now,2015-11-23,NDA_doi_002.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,Biotechnology and Biological Sciences Research Council (BBSRC) CASE studentship,"BBSRC ‘Collaborative Awards in Science and Engineering’ allows students to receive high quality research training in collaboration with an industrial partner, these are 4-year doctoral training grants for graduates to undertake research (leading to PhD) on a subject selected and supervised jointly by academic and industrial partners. -PhD studentship (10/2009-12/2013) on developing more effective iron fortificants for food, funded by BBSRC with additional financial support from Kellogg's to meet CASE studentship criteria. The project was to test the availability of iron from novel delivery systems, prepared at the Institute of Food Research, with respect to their potential as food fortificants. Screening was carried out using a Caco-2 cell model system and the most promising compound tested in a human study. -PhD studentship (10/2009-12/2013) with supplementary funds by HarvestPlus on improving the iron content and bioavailability of modern wheat cultivars. - PhD studentship (2007-2011) on bioactivity of polyphenols, funded by BBSRC with additional financial support from GlaxoSmithKline to meet CASE studentship criteria. I act as student supervisor without receiving funds from private sectors.",2006-10,2013-12,2015-10-28,NDA_doi_003.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,European Commission,"The University of East Anglia was a partner in the EURRECA Network of Excellence FP6 036196-2 (FOOD), funded by DG Research, coordinated by ILSI Europe. The work of the Network of Excellence was focused on Micronutrient Requirements.",2007-01,2012-05,2015-10-28,NDA_doi_003.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,Biotechnology and Biological Sciences Research Council,Enhancing delivery of minerals using multifunctional carriers. Collaborative project with the Institute of Food Research.,2009-04,2012-12,2015-10-28,NDA_doi_003.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,National Osteoporosis Society,Genome wide analysis of gene-nutrition interaction in osteoporosis.,2009-05,2010-11,2015-10-28,NDA_doi_003.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,Natural Environment Research Council,"Partner in a 6 month pilot project entitled ""Ecosystem services to alleviate iodine, selenium and zinc malnutrition in saub-Saharan Africa"" coordinated by the University of Nottingham.",2010-07,2011-03,2015-10-28,NDA_doi_003.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,European Commission,"The University of East Anglia is a partner in collaborative project entitled New dietary strategies addressing the specific needs of elederly population for healthy ageing in Europe (NU-AGE), FP7 grant number 266486, coordinated by the University of Bologna. This is a 5 year project with 31 partners from 17 EU countries in which a 1y dietary intervention will be undertaken in 1250 elderly people in 5 EU regions to assess the impact of a food pyramid designed specifically for 65-79y old EU citizens on different health outcomes, including inflammatory status, and to identify cellular/molecular mechanisms responsible for the effects of diet on health. Prototype functional foods will be developed and improvements in traditional foods made using the results of the intervention study.",2011-05,now,2015-10-28,NDA_doi_003.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,University of East Anglia (UEA),"Mechanisms of uptake of different forms of iron using a Caco-2 cell model system. This is a 3y PhD project funded by the Faculty of Medicine and Health Sciences UEA, with additional funding from HarvestPlus (Washington DC, USA).",2013-10,now,2015-10-28,NDA_doi_003.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,Biotechnology and Biological Sciences Research Council,"Co-investigator for a 3 year project awarded to UEA entitled ""Speciation and bioavailability of iron in plant foods"", which aims to identify plant foods and processing techniques that provide bioavailable iron. The project is coordinated by Prof Peter Shewry, Rothamsted Research, and the role of UEA is to screeen foods for iron availability using a Caco-2 model system, and to investigate mechanisms of uptake.",2014-08,now,2015-10-28,NDA_doi_003.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,"BBSRC, Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, UNITED KINGDOM, Swindon","This is a 4-year doctoral training grants for research on in vitro studies on a colonic delivery system leading to PhD (2015-2019). The student is based at the Institute of Food Research, Norwich, UK, in Prof Arjan Narbad's laboratory. The project involves research into the role of iron in modifying the gut microbiome. This is an iCASE studentship that involves academic collaboration with the University of Birmingham (Dr Chris Tselepis) and Kuecept (Prof Abdul Baset), an SME based in the UK that provides specialist drug development services. No funding will be provided by these collaborators. The student will be supervised by faculty staff at UEA and IFR.",2015-10,now,2015-10-28,NDA_doi_003.pdf
NDA,"HEINONEN, Marina",,"EU, Technological Research Agency of Finland, Academy of Finland","Research collaboration between academia and industry in research projects funded with Public resources. Our area of research is focusing on oxidation reactions of lipids and proteins and isolation, characterization and antioxidant properties of plant phenolics.",2003-01,now,2015-10-05,NDA_doi_004.pdf
NDA,"HEINONEN, Marina",,Mildola,"Analytical services provided by the laboratory of the University of Helsinki. This includes food sample analyses, e,g. phenolic and vitamin E analyses on rapeseed oil. Linked to the characterisation of food. Deliverables include analysis reports. Occasional collaboration regarding student work toward MSc thesis resulting in public report.",2008-01,now,2015-10-05,NDA_doi_004.pdf
NDA,"HEINONEN, Marina",,Raisio,"Analytical services provided by the laboratory of the University of Helsinki. This includes food sample analyses, e,g. phenolic and antioxidant analyses on food products. Linked to the characterisation of food. Deliverables include analysis reports.",2008-01,2010-10,2015-10-05,NDA_doi_004.pdf
NDA,"HEINONEN, Marina",,EFSA,"Tender to provide evidence reports identifying health outcomes upon which Dietary Reference Values could potentially be based for vitamins A, C, E, K.",2011-01,2012-01,2015-10-05,NDA_doi_004.pdf
NDA,"HEINONEN, Marina",,Kiantama,"Analytical services provided by the laboratory of the University of Helsinki. This includes food sample analyses, e,g. food compositional analyses on berry phenolics. Deliverables include analysis reports.",2011-03,2012-05,2015-10-05,NDA_doi_004.pdf
NDA,"HEINONEN, Marina",,Fazer Ltd,"Analytical services provided by the laboratory of the University of Helsinki. This includes food sample analyses, e,g. phenolic analyses on food products. Linked to the characterisation of food. Deliverables include analysis reports. Occasional collaboration regarding student work for MSc thesis resulting in public report.",2013-01,2013-12,2015-10-05,NDA_doi_004.pdf
NDA,"HIRSCH-ERNST, Karen Ildico",,,NO INTEREST,,,2015-10-23,NDA_doi_005.pdf
NDA,"MANGELSDORF, Inge",,EU Projects,"EU Projects: OSIRIS, Opentox, Chemscreen, Detective Developing testing strategies for REACH, QSAR for repeated dose toxicity studies, Databases in Toxicology, Validation of in vitro test results Public research",2009-01,2013-12,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",,"Umweltbundesamt (German Federal Environment Agency, UBA)",Expert reports as basis for deriving HBM-Values Public,2011-01,2013-12,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",,"EFSA, European Food Safety Authority, Italy, Parma",Preparation of expert reports for food additives,2011-09,2013-05,2015-10-05,NDA_doi_006.pdf
NDA,"MCARDLE, Harry",,Scottish Government Rural and Environmental Science and Analytical Services,RESAS provides support for strategic research in nutritional sciences in order to inform policy and industry. Our work examines the importance of micronutrients in pregnancy and development,2011-04,now,2015-09-25,NDA_doi_007.pdf
NDA,"NASKA, Androniki",,National School of Public Health AND University of Athens Medical School AND The Hellenic Health Foundation,"Prospective cohort study aiming at investigating the role of biologic, dietary, lifestyle and environmental factors in the etiology of cancer and other chronic diseases. Funding addressed to the National School of Public Health and the University",1997-09,2011-12,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",,"National School of Public Health AND Dept. of Hygiene, Epidemiology and Medical Statistics, University of Athens Medical School","Management and harmonisation of household budget survey data in 28 European countries. Coordination of the development and maintenance of Dafne-Anemos Soft, a web-based application tool providing free access to the harmonised data. Funding addressed to the University",1997-09,2011-02,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",,"National Kapodistrian University of Athens Research Grants, Athens Greece",Research on dietary habits of University Students. Funding directed to me individually.,2010-01,2013-03,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",,National Institute for Health and Welfare,The EHES Pilot Joint Action supported by DG-SANCO. The pilot study of the European Health Examination Survey,2010-01,2011-12,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",,Hungarian Food Safety Office,The PILOT-PANEU project coordinated by the Hungarian Food Safety Office and supported by EFSA. Developing and testing protocols and methods for the EU-Menu study,2011-01,2013-05,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",,"EFSA, European Food Safety Authority, Italy, Parma","EFSA tender CFT/EFSA/DCM/2012/02 entitled ""Dietary monitoring tools for risk assessment""",2012-08,2014-01,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",,"EFSA, European Food Safety Authority, Italy, Parma",Support to collect EU Menu food consumption data in Greece,2013-08,now,2015-07-23,NDA_doi_008.pdf
