Subject group,Full name,Nature of activity,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
NDA,"HIRSCH-ERNST, Karen Ildico",IV. Employment,,"Federal Institute for Risk Assessment (BfR), Bundesinstitut für Risikobewertung, Berlin, GERMANY","The central task of the BfR is the scientific risk assessment of food, feed, substances and products as the basis for the consumer health protection activities of the federal government. The Institute does not have any monitoring duties. However, it is involved in a number of reporting and authorisation procedures. To ensure that it can carry out its assessments without being influenced by political, economic or social interests, the Institute is independent by virtue of the Act establishing BfR. Thus, a major task of the BfR is to voice an opinion on the potential risks from food, consumer articles and chemicals, and to offer scientific advice to the federal ministries for their policy decisions. The BfR cooperates with a number of national and international, governmental and non-governmental agencies (FAO, WHO, OECD, etc.). It is the national Focal Point of EFSA and a partner of the European Chemicals Agency (ECHA). The expert is the head of the Unit ""Nutritional Risks, Allergies and Novel Foods"" within the Department of Food Safety at the BfR. The main task of the Unit is the nutritional-physiological/nutritional- medical assessment of nutrients and other substances with physiological action in conventional foods, including food supplements and fortified foods, dietetic foods, novel foods and novel food ingredients, and food from genetically modified organisms. In addition, the Unit addresses questions on selected food risks and allergies. Furthermore, the Unit prepares opinions on infant formula, follow-up formula and weaning food. Moreover, the expert is responsible for the secretariat of the ""BfR Committee for Nutrition, Dietetic Products, Novel Foods and Allergies"" which is attached to the Unit. Main areas of work and research include: Risk assessment of secondary plant ingredients and other substances with specific nutritional or physiological effects; scientific assessment concepts for micronutrients and other food ingredients.",2014-06,now,2015-10-23,NDA_doi_005.pdf
NDA,"HIRSCH-ERNST, Karen Ildico",IX. Other relevant interest,,,NO INTEREST,,,2015-10-23,NDA_doi_005.pdf
NDA,"HIRSCH-ERNST, Karen Ildico",V. Occasional consultancy,,,NO INTEREST,,,2015-10-23,NDA_doi_005.pdf
NDA,"HIRSCH-ERNST, Karen Ildico",VI. Research funding,,,NO INTEREST,,,2015-10-23,NDA_doi_005.pdf
NDA,"HIRSCH-ERNST, Karen Ildico",VII. Intellectual property rights,,,NO INTEREST,,,2015-10-23,NDA_doi_005.pdf
NDA,"HIRSCH-ERNST, Karen Ildico",VIII. Other memberships or affiliations,,Membership within the DGPT (“Deutsche Gesellschaft für Experimentelle und Klinische Pharmakologie und Toxikologie” = German Society of Experimental and Clinical Pharmacology and Toxicology),"The expert is a member of the DGPT. This society is a scientific non- profit registered association. Its aim is to bring forward and support the scientific and practical interests concerning the disciplines of pharmacology and toxicology. Within the DGPT, the expert is a member of the GT (“Deutsche Gesellschaft für Toxikologie” = German Society of Toxicology), which is a sub-society within the DGPT. The expert is a member of the scientific committee that is involved in the preparation of the scientific programme for the annual national meetings of the GT. The total time (office work and participation in conferences) devoted to this activity comprises about 4 days/year. The expert does not receive a financial compensation in her individual capacity for the expertise provided.",1995-03,now,2015-10-23,NDA_doi_005.pdf
NDA,"HIRSCH-ERNST, Karen Ildico",X. Interests of close family members,,,NO INTEREST,,,2015-10-23,NDA_doi_005.pdf
NDA,"MANGELSDORF, Inge",I. Economic interest,,,NO INTEREST,,,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",III. Member of a scientific advisory entity,,Umweltbundesamt,"Ad-hoc Working Group for Indoor Air Guide Values The members are delegates from the Indoor Air Hygiene Commission (IRK) and the permanent working group of the Highest State Health Authorities (Arbeitsgemeinschaft der Obersten Landesgesundheitsbehörden, AOLG). To date, the ad-hoc working group has derived guide values for numerous chemicals, identified with respect to their occurence in Indoor air and their toxicity. For further information see http://www.umweltbundesamt.de/en/topics/health/commissions- working-groups/ad-hoc-working-group-for-indoor-air-guide-values",2000-01,now,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",III. Member of a scientific advisory entity,,"Umweltbundesamt (UBA), Berlin, GERMANY","Human Biomonitoring Commission The commission advises the Federal Environment Agency in questions of human biomonitoring. The members represent scientific authorities at the level of Federal Government and German States (Länder), universities, public health institutes and clinical institutions. I am a member as toxicologist with experience in risk assessment.",2013-09,now,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",IV. Employment,,"Fraunhofer ITEM, GERMANY","As head of division ""Chemical Risk Assessment, databases and expert systems"" at Fraunhofer ITEM consulting for several chemical companies (e.g. Schülcke & Mayr, Ecolab, INEOS) as well as CEFIC within the framework of the EU Biocides Directive and REACH. Research projects from industry on TTC, extrapolation factors in risk assessment, exposure assessment",2009-01,2013-12,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",IV. Employment,,"Fraunhofer Institute for Toxicology and Experimental Medicine (Fraunhofer ITEM), Hannover, GERMANY","As an independent expert scientific advice for the Division Chemical Risk Assessment, Databases and Expert Systems concerning projects on the derivation of assessment factors for risk assessment, preparation of publications on the use of the Fraunhofer Databases RepDose on repeated dose toxicity and FeDTex on reproductive toxicity for risk assessment. Project acquisition.",2014-01,now,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",IX. Other relevant interest,,,NO INTEREST,,,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",V. Occasional consultancy,,,NO INTEREST,,,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",VI. Research funding,,EU Projects,"EU Projects: OSIRIS, Opentox, Chemscreen, Detective Developing testing strategies for REACH, QSAR for repeated dose toxicity studies, Databases in Toxicology, Validation of in vitro test results Public research",2009-01,2013-12,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",VI. Research funding,,"Umweltbundesamt (German Federal Environment Agency, UBA)",Expert reports as basis for deriving HBM-Values Public,2011-01,2013-12,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",VI. Research funding,,"EFSA, European Food Safety Authority, Italy, Parma",Preparation of expert reports for food additives,2011-09,2013-05,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",VII. Intellectual property rights,,,NO INTEREST,,,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",VIII. Other memberships or affiliations,,,NO INTEREST,,,2015-10-05,NDA_doi_006.pdf
NDA,"MANGELSDORF, Inge",X. Interests of close family members,,,NO INTEREST,,,2015-10-05,NDA_doi_006.pdf
NDA,"MCARDLE, Harry",I. Economic interest,,,NO INTEREST,,,2015-09-25,NDA_doi_007.pdf
NDA,"MCARDLE, Harry",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-25,NDA_doi_007.pdf
NDA,"MCARDLE, Harry",III. Member of a scientific advisory entity,,"Scientific Advisory Committee on Nutrition (SACN), London, UNITED KINGDOM",Provides advice on nutrition matters for Governments of the UK countries. I am a member of the general committee and also a member of the sub-committee determining DRVs for Vitamin D,2008-06,now,2015-09-25,NDA_doi_007.pdf
NDA,"MCARDLE, Harry",III. Member of a scientific advisory entity,,"Advisory Committee on Novel foods and Processes (ACNFP), London, UNITED KINGDOM",I act as representative of SACN on this committee,2011-04,now,2015-09-25,NDA_doi_007.pdf
NDA,"MCARDLE, Harry",IV. Employment,,"University of Aberdeen, UNITED KINGDOM, Aberdeen","Professor (Personal Chair) of Biomedical Sciences at the University of Aberdeen and Professor of Biomedical Sciences, Rowett Institute of Nutrition and Health. I am also an Honorary Professor in Biological Sciences at the University of Nottingham.",1996-03,now,2015-09-25,NDA_doi_007.pdf
NDA,"MCARDLE, Harry",IX. Other relevant interest,,,NO INTEREST,,,2015-09-25,NDA_doi_007.pdf
NDA,"MCARDLE, Harry",V. Occasional consultancy,,"International Copper Association (ICA), New York, UNITED STATES","Provided scientific advice for the preparation of a REACH document for the European Commission. This work involved several meetings, in Europe (Rome, since Italy was the reporting country, Belgium and the UK, since Birmingham University were the primary preparers of the dossier) and the USA, since ICA was based in the US. The REACH document was submitted in 2010 by the European Copper Institute. This work resulted in a publication in a refereed journal (Verougstraate et al, JTEH, 2010, 73:101-107. This work is now completed.",2000-01,2010-04,2015-09-25,NDA_doi_007.pdf
NDA,"MCARDLE, Harry",V. Occasional consultancy,,"International Molybdenum Association (IMOA), London, UNITED KINGDOM",Provided advice on role of molybdenum in human biology. gave information on research gaps and possible future research projects. This was a single meeting followed by some telephone calls. The work is now completed.,2013-12,2014-02,2015-09-25,NDA_doi_007.pdf
NDA,"MCARDLE, Harry",VI. Research funding,,Scottish Government Rural and Environmental Science and Analytical Services,RESAS provides support for strategic research in nutritional sciences in order to inform policy and industry. Our work examines the importance of micronutrients in pregnancy and development,2011-04,now,2015-09-25,NDA_doi_007.pdf
NDA,"MCARDLE, Harry",VII. Intellectual property rights,,,NO INTEREST,,,2015-09-25,NDA_doi_007.pdf
NDA,"MCARDLE, Harry",VIII. Other memberships or affiliations,,Nutrition Society,I am Honorary Secretary of the Nutrition Society,2011-07,now,2015-09-25,NDA_doi_007.pdf
NDA,"MCARDLE, Harry",X. Interests of close family members,,,NO INTEREST,,,2015-09-25,NDA_doi_007.pdf
NDA,"NASKA, Androniki",I. Economic interest,,,NO INTEREST,,,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",III. Member of a scientific advisory entity,,Hellenic Food Authority,"Member of a working group of the Hellenic Food Authority with the mandate to review available literature on ""Predictive Modelling of food quality and safety"" and suggest models that could be applicable to the Greek situation. The group's conclusions were summarised in a report and I had an advisory role.",2011-04,2011-09,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",III. Member of a scientific advisory entity,,"EFET, E.F.E.T., Hellenic Food Authority, GREECE, Athens",Member of the Scientific Committee on Food Additives,2013-12,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",III. Member of a scientific advisory entity,,"Hellenic Ministry of Health (MoH), Athens, GREECE",Member of the Committee on the National Nutrition Policy. It is a Scientific Committee set by the Hellenic Ministry of Health with the mandate to provide scientific advice to the Government. A mandate refers to reviewing the outcome of a project assigned by the Ministry of Health to a Forum of Greek Academics aiming to revise food-based dietary guidelines for Greeks. In 2014 the Committee had two tele- meetings and one on site meeting. Four to five meetings per year are foreseen.,2014-01,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",IV. Employment,,"Dept. of Hygiene, Epidemiology and Medical Statistics, School of Medicine, University of Athens",Assistant Professor of Hygiene and Epidemiology (with tenure after 2012),2008-07,2015-02,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",IV. Employment,,"Dept. of Hygiene, Epidemiology and Medical Statistics, School of Medicine, National and Kapodistrian University of Athens (NKUA), National and Kapodistrian University of Athens, Athens, GREECE",Associate Professor of Hygiene and Epidemiology,2015-03,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",IX. Other relevant interest,,The Public Health Nutrition journal - Cambridge journals,"Editor for Public Health Nutrition, a journal of the Nutrition Society",2012-06,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",V. Occasional consultancy,,,NO INTEREST,,,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VI. Research funding,,National School of Public Health AND University of Athens Medical School AND The Hellenic Health Foundation,"Prospective cohort study aiming at investigating the role of biologic, dietary, lifestyle and environmental factors in the etiology of cancer and other chronic diseases. Funding addressed to the National School of Public Health and the University",1997-09,2011-12,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VI. Research funding,,"National School of Public Health AND Dept. of Hygiene, Epidemiology and Medical Statistics, University of Athens Medical School","Management and harmonisation of household budget survey data in 28 European countries. Coordination of the development and maintenance of Dafne-Anemos Soft, a web-based application tool providing free access to the harmonised data. Funding addressed to the University",1997-09,2011-02,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VI. Research funding,,"National Kapodistrian University of Athens Research Grants, Athens Greece",Research on dietary habits of University Students. Funding directed to me individually.,2010-01,2013-03,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VI. Research funding,,National Institute for Health and Welfare,The EHES Pilot Joint Action supported by DG-SANCO. The pilot study of the European Health Examination Survey,2010-01,2011-12,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VI. Research funding,,Hungarian Food Safety Office,The PILOT-PANEU project coordinated by the Hungarian Food Safety Office and supported by EFSA. Developing and testing protocols and methods for the EU-Menu study,2011-01,2013-05,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VI. Research funding,,"EFSA, European Food Safety Authority, Italy, Parma","EFSA tender CFT/EFSA/DCM/2012/02 entitled ""Dietary monitoring tools for risk assessment""",2012-08,2014-01,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VI. Research funding,,"EFSA, European Food Safety Authority, Italy, Parma",Support to collect EU Menu food consumption data in Greece,2013-08,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VI. Research funding,,"EFSA, European Food Safety Authority, Italy, Parma","Support to the Greek national dietary surveys in compliance with the EFSA Guidance on general principles for the collection of national food consumption data in the view of a pan-European dietary survey” – adolescents, adults and elderly",2013-08,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VI. Research funding,,"EFSA, European Food Safety Authority, Italy, Parma","Support to National Dietary Surveys in compliance with the EU Menu methodology – Lot 1 – “The children’s survey”, including subjects from three months up to 9 years old,",2014-11,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VI. Research funding,,"EFSA, European Food Safety Authority, Italy, Parma","Support to National Dietary Surveys in compliance with the EU Menu methodology - infants, toddlers and children",2014-12,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VII. Intellectual property rights,,,NO INTEREST,,,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VIII. Other memberships or affiliations,,Association of Greek Chemists,"Member of the Association of Greek Chemists. It primarily is a scientific society with the mission to promote the science of chemistry in education, technology and research. Through my membership, I have been member in Scientific Committees of Conferences in Greece. Neither am I aware of any research and/or risk assessment activities on food products/substances in which the Association might be involved, nor have I any direct or indirect involvement in such activities.",1996-01,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VIII. Other memberships or affiliations,,"European Federation for the Science and Technology of Lipids, Euro Fed Lipid","Member. Euro Fed Lipid is a federation of 13 scientific associations concerned with Lipids, Fats and Oils. Its mission is the furthering of lipid science and technology and the cooperation and exchange of ideas between scientists and technologists at a European level. The activities of Euro Fed Lipid include the organisation of international congresses at varying venues, the co-organisation of the annual fair ""oils+fats"" and the publishing of the ""European Journal of Lipid Science and Technology"". During my membership I attended one fair on ""oils+fats"" held in Athens (September 2008). I have not had any direct or indirect involvement in any research and/or risk assessment activities on food products/substances (e.g. oils and fats) possibly sponsored or promoted by Euro Fed Lipid.",2006-01,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VIII. Other memberships or affiliations,,Hellenic Health Foundation,The Hellenic Health Foundation (HHF) is a non-profit organization based in Greece. It provides expertise in the area of health research. Its efforts are focused on informing the general public on important health issues. My affiliation to HHF relates to the provision of scientific advice and support in the undertaking of EU-funded research.,2007-11,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VIII. Other memberships or affiliations,,"European Association for Cancer Research, EACR","Member. With nearly 10,000 members, the EACR founded in 1968, is Europe’s largest member society for cancer research.",2010-01,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",VIII. Other memberships or affiliations,,"World Public Health Nutrition Association, WPHNA","Member. Members of the Assciation promote and strengthen public health nutrition, as a profession and discipline with responsibility to understand, protect and improve nutrition-related population health and well-being.",2010-01,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",X. Interests of close family members,,,NO INTEREST,,,2015-07-23,NDA_doi_008.pdf
NDA,"NEUHÄUSER-BERTHOLD, Monika",I. Economic interest,,,NO INTEREST,,,2015-09-25,NDA_doi_009.pdf
NDA,"NEUHÄUSER-BERTHOLD, Monika",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-25,NDA_doi_009.pdf
NDA,"NEUHÄUSER-BERTHOLD, Monika",III. Member of a scientific advisory entity,,Federal Institute for Risk Assessment,"Member of the Committee for Exposure Assessment and Exposure Standardization and of the Committe for Nutrition, Dietetic Products, Novel Foods and Allergies The differences between EFSA panels and BfR committees are based on statutory provisions, in particular regulation (EG) 178/2002. BfR expert committees act in a purely advisory capacity and have no decision function. The work of the committees set up at BfR is aimed to enable the Institute to raise the scientific quality of its opinions on food safety and consumer protection as regards human health through external expertise. Results of the committees work are published in the form of minutes on the internet. For adoption of a resolution of the committees, members are entitled to vote. Crucial for the membership in BfR committees is the degree of scientific expertise. Members of the committees undertake to act independently without being influenced by any external source. As within the scientific panels of EFSA, any potential conflicts of interest of the members have to be declared. The essential information on the function of BfR committees is given in a press release on the newly set up of the 14 BfR committees in 2008 and can be accessed via the following link: (http://www.bfr.bund.de/en/press_information/2008/08/bfr_sets_up_na tional_expert_committees_for_food_safety_and_consumer_protection- 11115.html). The frequency of meetings of the committees has been twice per year or less.",2008-04,now,2015-09-25,NDA_doi_009.pdf
NDA,"NEUHÄUSER-BERTHOLD, Monika",IV. Employment,,Justus-Liebig-University,"Professor of Human Nutrition, Institute of Nutritional Sciences. Tasks and responsibilities: Teaching and research in human nutrition with focus on the interrelation between nutrition and nutrient intake, health status, and ageing based on physiologic-chemical, clinical, genetic and epidemiologic methods; Furnishing expert opinions; Administrative work related to the position of a full professor within the faculty of ""Agricultural and Nutritional Sciences, Home Economics and Environmental Management"" at the university (self-administration of the workgroup, department, and faculty; member of various boards, panels and committees).",1992-08,now,2015-09-25,NDA_doi_009.pdf
NDA,"NEUHÄUSER-BERTHOLD, Monika",IX. Other relevant interest,,,NO INTEREST,,,2015-09-25,NDA_doi_009.pdf
NDA,"NEUHÄUSER-BERTHOLD, Monika",V. Occasional consultancy,,,NO INTEREST,,,2015-09-25,NDA_doi_009.pdf
NDA,"NEUHÄUSER-BERTHOLD, Monika",VI. Research funding,,"Justus Liebig University, GERMANY",Long-term study on nutrition and health status in an ageing population (GISELA study). This study receives no specific funding but is financed by the ordinary annual budget available to the Department of Human Nutrition from the Justus Liebig University.,1994-04,now,2015-09-25,NDA_doi_009.pdf
NDA,"NEUHÄUSER-BERTHOLD, Monika",VII. Intellectual property rights,,,NO INTEREST,,,2015-09-25,NDA_doi_009.pdf
NDA,"NEUHÄUSER-BERTHOLD, Monika",VIII. Other memberships or affiliations,,German Nutrition Society (DGE),"Membership (The DGE is a non-profit organization committed to nutrition science and nutrition counselling and education. It is an official incorporated society and is not influenced by economic or political interests.) Since 2013 member of the scientific committee for the period from October 2013 to 2016. Activities of members include: support the German Nutrition Society in compiling scientific positions, in the organisation and participation in scientific conferences and symposia, and to advise on the needs for research. So far, the expert has not been involved in any statements or positions papers, except, at the request of the DGE in 2014, the expert provided comments on their advanced drafts of the reference values for energy and sodium.",1987-12,now,2015-09-25,NDA_doi_009.pdf
NDA,"NEUHÄUSER-BERTHOLD, Monika",X. Interests of close family members,,,NO INTEREST,,,2015-09-25,NDA_doi_009.pdf
NDA,"NOWICKA, Grazyna",I. Economic interest,,,NO INTEREST,,,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",III. Member of a scientific advisory entity,,,NO INTEREST,,,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",IV. Employment,,"The National Food and Nutrition Institute, POLAND, Warsaw","Professor, Head of Department of Nutrigenomics. My duties included: -conducting scientific projects (e.g. on lipid and lipoprotein metabolism, biochemical and genetic risk factors for cardiovascular diseases/complications, integration and regulation of metabolism in differing nutritional states...); implementation of their results to improve public health; -giving lectures and training for physicians and dietetitions. -working on nutrient requirements in both healthy and clinical populations, recommended dietary allowances for polish population; -preparing practical strategies for incorporating nutrition into clinical practice, -recommendations to improve national regulatory framework for food control/quality assessment and risk assessment; -providing independent scientific advice and preparing scientific opinions and reports (on nutrition, prevention of diet related disorders, food, dietary suplements, and food additives and their influence on human health) for Polish Ministry of Health and National Sanitary Inspection.",1978-09,2011-12,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",IV. Employment,,"Warsaw Medical University (WUM), Faculty of Pharmacy","Deputy Dean for Division of Laboratory Medicine at the Faculty of Pharmacy Head of Division of Biochemistry and Clinical Chemistry. Head of Department of Pharmacogenomics. Dutes include lectures on pharmacogenomics and nutrigenomics, conducting scientific projects in pharmacogenomics and nutrigenomics, preparing scientific publications The University has no responsibility to carry out risk management, and I do not work as a consultant related to food and feed safety.",2011-10,now,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",IX. Other relevant interest,,,NO INTEREST,,,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",V. Occasional consultancy,,,NO INTEREST,,,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",VI. Research funding,,Polish Ministry of Health,"POLCARD – Diet and the prevention of cardiovascular disease: Diet for young heart . Educational project supported by Ministry of Health – Prevention of cardiovascular disease among children and adolescents (2003-2010), member of the leader group) –grant to prepare educational information on prevention of CVD available for general public, all potential users. No individual payment was received",2003-01,2010-12,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",VI. Research funding,,Polish Ministry of Science and Higher Education,"Scientific grant no. B1/K/005, 2004-2010 – “New biochemical and genetic markers of cardiovascular disease”, project supported by the National Food and Nutrition Institute based on resources from Polish Ministry of Science and Higher Education, public founder. Leader. Results published in scientific journals. No individual payment received",2004-01,2010-11,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",VI. Research funding,,Polish Ministry of Science and Higher Education,"Scientific grant no N40404232/0945, 2007-2011, “Influence of dietary intake of antioxidant vitamins and polyunsaturated fatty acids on genome stability”, founded by Polish Ministry of Science and Higher Education, public founder. Results published in scientific journals. No",2007-01,2010-11,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",VI. Research funding,,National Science Center,"Scientific grant ""Effects of diet rich in rapeseed oil and flavonoids on HDL and inflammatory markers in relation to 75G/A apo AI gene polymorphism"" (06.2011-09.2013). Scientific supervisor. No additional founding from private sector. No payment received.",2011-06,now,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",VI. Research funding,,National Science Center,"Scientific grant ""Developing principles of dietary treatment of inherited forms of hypercholesterolemia and hypertriglyceridemia typical for Polish population"" (06.2011-06.2014). Scientific supervisor. No additional founding from private sector. No payment received.",2011-06,now,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",VI. Research funding,,National Science Center,"Scientific grant ""Usefulness of proinflammatory genes profiling for prediction of body mass reduction under low calorie diet"" (12.2011- 12.2014). Scientific supervisor. No additional founding from private sector. No payment received.",2011-12,now,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",VI. Research funding,,Medical University of Warsaw,"Scientific grant ""The role of interactions between genetic factors and psychological traits in obesity"" (2.01.2013 - 30.12.2015). Leader No additional founding from private sector. No additional payment received.",2013-01,now,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",VI. Research funding,,"National Science Center, Poland","Scientific grant ""Proapoptotic activity of dried leaf blade aqueouos extract from Vilcacora (Uncaria tomentosa) in selected cancer cell lines."" The Project of National Science Centre, Poland: UMO- 2013/09/N/NZ7/01461.",2014-05,now,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",VII. Intellectual property rights,,,NO INTEREST,,,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",VIII. Other memberships or affiliations,,Cardinal Wyszynski University,"Education, lectures for students",2002-01,2011-09,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",X. Interests of close family members,,,NO INTEREST,,,2015-09-18,NDA_doi_010.pdf
NDA,"PENTIEVA, Kristina",I. Economic interest,,,NO INTEREST,,,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",III. Member of a scientific advisory entity,,,NO INTEREST,,,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",IV. Employment,,"University of Ulster, UNITED KINGDOM",Teaching at the undergraduate and postgraduate level in the following subject areas: human nutrition; sports and exercise nutrition; clinical biochemistry (vitamins); food regulatory affairs (food & nutrition policy;food labelling; nutrition and health claims). Conducting research in the area of folate and B-vitamins; producing reports to governmental and funding agencies,1998-09,now,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",IX. Other relevant interest,,"Journal ""Nutrients""","Member of the Editorial Board, Section editor ""Vitamins"" (on a voluntary basis)",2009-01,now,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",V. Occasional consultancy,,,NO INTEREST,,,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",VI. Research funding,,European Commission,"EURRECA: Aligning nutrient recommendations across Europe with special focus on vulnerable groups and consumer understanding. Funding by the European Commission-DG Research (6th Framework).Coordinated by ILSI Europe. End Date: June 2012. This was a multicentre international research project which have been funded by the European Commission (EC, 6th Framework) but not by industry. The involvement of industry in these projects was a requirement imposed by the EC. My work was only related to a small part of the project (bioavailability of folate) and I have never participated at any meetings with other collaborative organisations and never met any industry partners.",2007-01,2012-06,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",VI. Research funding,,Health Research Board (Ireland),The impact of folic acid supplementation on DNA methylation patterns in utero; a role in the fetal origin of human disease. (a collaborative project between University of Ulster and Dublin City University); End Date:30 Sept 2013,2010-10,2013-09,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",VI. Research funding,,Invest Northern Ireland (Northern Ireland) and Carritech Research Ltd.,Research into the bioavailability of heat-sensitive nutrients using Carritech technology. End date:31 July 2013,2012-01,2013-07,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",VI. Research funding,,Health and Social Care Public Health Agency (Research and Development Division),"Effect of folic acid supplementation during pregnancy on the growth, cognitive development and behaviour of 7 year old children: a follow- up investigation of children of FASSTT study participants; End date: January 2016",2015-01,now,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",VI. Research funding,,"ESRC (Economic & Social Research Council) & BBSRC (Biotechnology and Biological Sciences Research Council), UNITED KINGDOM",EpiFASSTT: Epigenetic effects on children's psychosocial development in a randomised trial of Folic Acid Supplementation in Second and Third Trimester: End date: September 2018,2015-09,now,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",VII. Intellectual property rights,,,NO INTEREST,,,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",VIII. Other memberships or affiliations,,,NO INTEREST,,,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",X. Interests of close family members,,,NO INTEREST,,,2015-09-21,NDA_doi_011.pdf
NDA,"SANZ, Yolanda",I. Economic interest,,,NO INTEREST,,,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",III. Member of a scientific advisory entity,,,NO INTEREST,,,2015-09-28,NDA_doi_012.pdf
